company_name,market_cap,np_qtr,roce,debt_equity,eps_12m,promoter_holding,cmp_pcf,roe,pat_12m,opm,sales_growth_3y,profit_growth_3y,fii_holding,dii_holding,cap_category,sector,industry
Mother Nutri,158.9,188.16,6.31,21.17,0.63,9.28,65.93,-12.14,25.6,11.64,12.04,17.53,113.27,0.16,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Rolex Rings,147.71,4621.82,-0.15,21.16,0.0,5.18,52.24,24.15,15.7,178.38,20.13,-1.01,-3.24,6.01,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Pasupati Acrylon,63.55,565.18,25.28,21.15,0.25,7.84,65.87,-20.69,17.59,70.34,11.0,6.85,25.12,0.47,Micro Cap,Chemicals,Chemicals
Zydus Lifesci.,1121.3,112818.77,1341.0,21.15,0.46,50.09,75.01,48.84,21.25,5425.79,31.22,16.35,31.96,5.89,Small Cap,Healthcare,Healthcare
Sri Lotus,152.32,7466.04,100.92,21.15,0.07,4.85,81.87,-74.08,16.68,237.09,36.49,69.02,139.96,1.0,Micro Cap,Textiles,Textiles
EIH Assoc.Hotels,323.95,1978.02,37.63,21.14,0.01,14.31,75.0,35.55,15.8,89.97,30.97,4.42,11.51,13.67,Micro Cap,Consumer Services,Consumer Services
Pee Cee Cosma,296.15,78.48,0.84,21.13,0.01,31.52,72.58,7.95,15.83,8.34,8.02,8.22,48.62,0.0,Micro Cap,Chemicals,Chemicals
Sera Investments,40.09,282.56,32.1,21.12,0.0,8.11,58.16,14.54,18.1,53.14,80.27,0.0,78.71,4.12,Micro Cap,Financial Services,Financial Services
Gothi Plascon,37.0,37.74,-0.08,21.1,0.13,1.77,73.39,20.4,16.37,1.81,64.14,4.72,3.13,0.0,Micro Cap,Chemicals,Chemicals
AIA Engineering,4951.4,46141.21,393.33,21.09,0.0,136.11,58.5,52.66,17.02,1272.78,28.42,-3.44,5.71,15.79,Small Cap,Capital Goods,Capital Goods
Unicommerce,87.45,877.73,3.4,21.09,0.05,1.82,38.02,40.69,15.55,20.48,17.34,0.0,0.0,0.15,Micro Cap,Information Technology,Information Technology
UGT Business,43.0,46.3,0.9,21.08,0.25,4.8,71.95,-13.94,17.91,4.59,5.46,30.47,15.62,0.0,Micro Cap,Services,Services
Setco Automotive,16.49,218.25,-57.19,21.06,-9.78,59.25,3.67,-130.34,15.07,17.72,7.02,0.03,0.0,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Olectra Greentec,1474.1,12102.77,57.39,21.05,0.31,21.62,50.02,-1311.2,15.59,177.49,14.27,28.46,39.36,7.11,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Parth Electrical,435.0,594.56,8.13,21.05,0.15,10.42,82.57,-49.75,18.73,14.24,10.53,44.57,50.29,1.77,Micro Cap,Capital Goods,Capital Goods
Pradeep Metals,590.3,1022.36,10.32,21.03,0.46,17.57,73.48,86.18,20.13,30.34,16.05,8.07,3.48,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Shriram Pistons,4009.9,17878.0,158.1,21.02,0.88,125.43,43.75,50.7,21.82,572.37,18.64,19.55,25.58,7.85,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Transteel Seatin,127.9,282.56,12.24,21.02,0.27,10.09,40.51,-13.5,19.05,22.3,24.23,32.85,34.48,11.18,Micro Cap,Metals and Mining,Metals and Mining
Saven Tech.,39.68,43.17,0.77,21.0,0.0,3.14,42.47,-52.32,16.4,3.42,20.42,7.86,-2.68,0.0,Micro Cap,Information Technology,Information Technology
ABS Marine,238.35,500.24,48.46,20.98,1.21,32.59,83.58,-6.0,28.55,80.0,48.7,42.09,108.81,0.15,Micro Cap,Services,Services
Dev Labtech,21.52,102.11,8.23,20.95,0.06,2.02,58.69,-11.32,20.78,8.57,8.71,0.0,0.0,0.0,Micro Cap,Consumer Durables,Consumer Durables
Mahendra Realtor,72.25,158.7,15.22,20.93,0.11,8.03,73.68,57.44,18.21,17.75,14.56,29.18,64.06,0.0,Micro Cap,Realty,Realty
Senco Gold,327.15,5368.28,156.88,20.92,1.07,35.06,64.48,-13.82,25.62,574.32,11.49,27.39,53.6,7.6,Micro Cap,Consumer Durables,Consumer Durables
P N Gadgil Jewe.,529.0,7170.89,90.26,20.92,0.89,30.2,83.11,-11.12,23.45,412.32,5.74,33.75,77.09,0.73,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Axles Commoditi.,155.0,315.72,12.81,20.91,0.88,10.47,83.74,-13.04,18.7,21.32,10.5,51.85,123.49,0.07,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Tata Technolog.,715.0,29007.12,204.17,20.9,0.24,13.46,55.18,53.82,18.34,613.08,15.49,7.64,-0.59,5.77,Micro Cap,Information Technology,Information Technology
Ravi Leela Gran.,58.0,58.28,3.69,20.89,2.88,8.38,74.89,-42.0,50.34,8.93,22.91,24.84,43.53,0.0,Micro Cap,Realty,Realty
Elecon Engg.Co,522.8,11742.87,6.0,20.86,0.12,15.2,59.27,38.32,16.43,353.69,22.12,15.65,14.0,7.13,Micro Cap,Capital Goods,Capital Goods
Retaggio Indust.,60.0,118.85,4.58,20.83,0.3,4.93,51.56,-18.01,21.37,8.95,14.31,53.83,42.55,0.0,Micro Cap,Consumer Durables,Consumer Durables
Datamatics Glob.,787.05,4642.97,44.87,20.81,0.14,32.86,66.33,21.1,16.45,239.27,18.7,10.84,9.63,0.48,Micro Cap,Information Technology,Information Technology
Kirl.Brothers,1963.8,15605.53,112.1,20.81,0.1,47.04,65.95,61.59,17.74,404.15,11.99,6.75,19.66,6.24,Small Cap,Capital Goods,Capital Goods
Kabra Drugs,23.06,54.67,1.08,20.8,0.02,2.09,0.0,-10.83,18.28,4.98,5.75,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
Lippi Systems,223.32,156.32,-0.52,20.8,0.12,5.39,51.68,-99.88,18.38,3.77,0.0,0.0,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
Rachit Prints,197.0,97.24,2.1,20.79,0.31,9.28,67.68,-35.02,19.4,4.58,15.97,18.1,142.79,0.0,Micro Cap,Textiles,Textiles
Supreme Inds.,3194.0,40548.68,433.57,20.73,0.01,75.1,48.96,87.01,15.77,932.76,13.85,6.83,3.32,17.12,Small Cap,Chemicals,Chemicals
Karnavati Innov.,1.31,7.07,1.85,20.73,0.0,0.07,0.0,-388.07,13.51,3.75,3.49,-14.92,95.74,0.0,Micro Cap,Information Technology,Information Technology
Ashapura Minech.,672.05,6413.62,120.64,20.72,0.88,42.02,48.03,-129.66,28.05,405.54,10.59,41.95,50.6,18.5,Micro Cap,Metals and Mining,Metals and Mining
Bhagyanagar Ind,411.75,1317.73,18.49,20.71,1.01,15.68,84.84,116.81,21.58,50.17,4.46,8.79,70.51,0.41,Micro Cap,Metals and Mining,Metals and Mining
EIH,320.9,20089.47,249.1,20.69,0.05,10.05,32.85,52.69,14.5,715.75,34.83,13.34,25.3,6.62,Micro Cap,Consumer Services,Consumer Services
Vidya Wires,101.59,2160.74,19.81,20.69,0.18,2.71,72.8,-47.15,17.95,57.88,4.68,22.07,38.84,1.11,Micro Cap,Capital Goods,Capital Goods
The Anup Enginee,2332.9,4633.94,26.54,20.68,0.16,55.11,40.92,0.0,17.12,111.54,21.18,25.97,29.37,3.18,Small Cap,Capital Goods,Capital Goods
Jayaswal Neco,84.66,8226.23,180.87,20.67,0.74,4.77,55.15,8.52,18.05,470.81,18.61,4.24,19.87,0.8,Micro Cap,Metals and Mining,Metals and Mining
WOL 3D India,129.6,83.62,2.84,20.65,0.28,10.34,64.73,-19.87,16.94,6.67,9.0,61.23,40.4,1.44,Micro Cap,Capital Goods,Capital Goods
Riddhi Display,35.59,30.75,1.14,20.65,0.23,4.93,71.43,4.48,17.94,4.26,26.46,18.41,172.73,0.15,Micro Cap,Consumer Durables,Consumer Durables
Clean Science,787.8,8371.38,58.27,20.64,0.0,21.61,51.28,156.57,15.31,228.88,37.12,0.73,-8.03,13.38,Micro Cap,Chemicals,Chemicals
Intl. Conveyors,80.96,516.44,3.88,20.6,0.17,10.72,69.08,27.2,17.4,80.3,18.07,-0.29,34.62,0.05,Micro Cap,Capital Goods,Capital Goods
NIIT Learning,227.47,3134.59,77.11,20.59,0.21,18.01,34.1,13.92,16.55,227.85,18.81,12.75,2.89,16.75,Micro Cap,Consumer Services,Consumer Services
Wework India,648.75,9017.67,64.37,20.57,18.18,5.33,49.41,9.07,29.74,76.51,64.66,22.78,36.25,20.37,Micro Cap,Realty,Realty
Amrapali Inds.,33.97,174.64,8.8,20.56,3.82,2.45,73.43,7.41,32.03,12.59,0.05,18.54,240.11,0.81,Micro Cap,Realty,Realty
Trident Lifeline,282.65,313.42,11.44,20.56,0.73,15.96,62.85,-14.27,23.1,18.04,21.78,59.68,46.79,7.24,Micro Cap,Healthcare,Healthcare
Thomas Scott,322.7,472.9,6.02,20.54,0.34,13.16,52.32,-15.37,16.87,20.2,13.12,80.08,91.23,0.05,Micro Cap,Textiles,Textiles
Sun Pharma.Inds.,1874.8,449984.34,2709.66,20.53,0.06,47.84,54.48,43.71,16.02,12476.98,30.33,10.03,13.19,15.94,Small Cap,Healthcare,Healthcare
Navkar Infra.,24.81,192.42,2.36,20.53,0.27,4.21,69.84,-4.7,16.71,4.43,9.26,75.35,99.25,1.6,Micro Cap,Construction,Construction
Lancor Holdings,24.96,182.11,43.05,20.52,0.45,5.5,51.31,15.48,18.69,40.65,0.56,4.53,395.37,0.0,Micro Cap,Financial Services,Financial Services
Kalyan Jewellers,377.85,39042.76,409.5,20.52,0.97,13.08,62.86,41.97,24.8,1378.16,6.97,35.44,44.48,14.55,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Keltech Energies,6867.35,686.74,8.44,20.51,0.47,286.6,54.33,-52.38,18.97,26.32,7.68,-1.86,29.71,0.0,Small Cap,Power,Power
DRS Dilip Road,110.0,165.68,1.34,20.51,0.21,4.04,74.95,14.41,16.5,6.1,2.78,-0.59,7.87,0.0,Micro Cap,Construction,Construction
Amrit Health,44.0,88.02,7.55,20.51,0.0,5.71,70.65,31.35,15.25,11.42,28.56,15.34,54.28,0.0,Micro Cap,Healthcare,Healthcare
BDH Industries,448.75,238.48,2.88,20.5,0.03,18.78,49.7,93.4,14.83,10.81,14.47,8.82,9.65,0.28,Micro Cap,Healthcare,Healthcare
Auroite Tradde,28.94,37.58,2.46,20.48,1.85,5.79,64.63,-116.36,33.76,5.26,6.02,-10.41,66.97,0.0,Micro Cap,Financial Services,Financial Services
KPT Industries,488.95,166.24,2.83,20.45,0.32,35.5,44.48,30.84,16.91,12.48,13.12,5.31,14.06,0.14,Micro Cap,Capital Goods,Capital Goods
Ahluwalia Contr.,871.05,5834.6,82.02,20.45,0.04,39.69,55.32,52.76,13.78,265.88,9.52,17.16,11.28,13.74,Micro Cap,Construction,Construction
Dabur India,426.3,75632.51,362.0,20.44,0.11,10.68,66.25,44.66,17.16,1906.55,18.57,4.59,4.01,9.98,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Deep Health AI,2.11,30.41,-4.52,20.22,0.01,0.09,0.03,-10.3,17.92,6.62,78.59,-17.86,73.39,0.35,Micro Cap,Healthcare,Healthcare
Forces Studio,84.9,166.83,7.92,20.22,0.53,7.78,60.3,-5.27,18.5,13.64,10.63,43.14,128.75,0.0,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Essex Marine,42.67,65.12,2.96,20.19,0.55,4.17,72.07,-21.8,22.84,8.37,11.96,40.46,48.4,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Usha Martin,484.35,14777.34,140.03,20.18,0.07,15.29,40.52,52.18,16.64,503.81,19.1,4.14,13.0,14.77,Micro Cap,Metals and Mining,Metals and Mining
Godrej Agrovet,557.65,10738.42,102.28,20.18,0.77,24.58,67.74,15.28,22.43,494.92,8.44,2.97,25.97,6.32,Micro Cap,Agriculture,Agriculture
Metro Brands,1025.8,27963.42,117.73,20.18,0.79,15.09,71.8,58.84,22.21,411.17,30.29,10.42,4.76,3.77,Small Cap,Construction,Construction
Bharat Seats,187.45,1178.48,13.25,20.16,0.48,6.72,74.66,50.14,20.39,43.24,5.08,22.9,28.11,0.15,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
K P R Mill Ltd,1131.5,38703.07,227.17,20.16,0.1,25.35,87.52,47.1,16.23,988.5,19.06,2.44,2.44,8.64,Small Cap,Textiles,Textiles
Kriti Nutrients,83.09,399.41,5.19,20.15,0.04,6.75,66.68,9.83,15.35,33.84,4.71,4.96,17.61,0.0,Micro Cap,Healthcare,Healthcare
Dolapex,100.2,91.28,5.71,20.14,0.0,14.09,74.25,0.0,15.68,12.84,18.78,0.0,0.0,0.0,Micro Cap,Information Technology,Information Technology
AGI Infra,366.25,4562.01,26.69,20.11,0.4,7.59,71.29,-149.04,24.98,94.86,34.89,13.68,25.56,3.98,Micro Cap,Construction,Construction
Khaitan (India),134.92,64.05,2.94,20.1,0.18,12.78,60.25,12.86,18.08,6.06,6.61,23.58,120.06,0.0,Micro Cap,Consumer Durables,Consumer Durables
Siyaram Silk,635.8,2883.73,97.78,20.1,0.24,50.89,67.44,35.41,16.83,230.9,12.94,4.84,-2.26,2.25,Micro Cap,Textiles,Textiles
Flywings Simula,102.95,186.19,7.49,20.1,0.12,11.23,59.87,85.98,17.39,11.15,64.14,33.16,38.24,4.2,Micro Cap,Defence,Defence
KEI Industries,5452.0,52189.8,284.31,20.07,0.04,96.07,35.0,-168.48,14.75,918.43,10.46,19.34,24.38,27.27,Small Cap,Consumer Durables,Consumer Durables
Golkunda Diamond,272.5,189.66,3.84,20.06,0.43,15.65,72.81,28.86,18.8,13.69,7.82,6.44,13.31,0.0,Micro Cap,Consumer Durables,Consumer Durables
RNIT AI Solution,63.0,534.19,4.35,20.05,0.13,1.42,57.42,-50.64,16.63,12.02,40.16,0.0,0.0,0.0,Micro Cap,Information Technology,Information Technology
CG-VAK Software,167.4,84.54,-0.02,20.05,0.03,18.81,53.87,9.56,14.42,11.1,20.99,-1.11,-2.07,0.0,Micro Cap,Information Technology,Information Technology
Resonance Speci.,148.6,168.18,4.6,20.04,0.03,9.01,54.25,52.14,15.15,10.4,15.52,15.89,27.74,0.0,Micro Cap,Chemicals,Chemicals
SEAMEC Ltd,1450.9,3692.14,103.7,20.04,0.27,80.86,72.72,112.08,21.77,251.39,41.96,29.63,106.32,3.73,Small Cap,Services,Services
Sunsky Logistics,41.44,51.53,1.05,20.01,0.63,2.29,67.04,-6.4,21.05,2.85,18.04,9.34,109.49,0.0,Micro Cap,Services,Services
Nucleus Soft.,758.0,1996.25,34.55,20.0,0.01,44.35,73.6,14.27,15.49,133.34,14.33,11.35,6.02,4.46,Micro Cap,Information Technology,Information Technology
Mahamaya Lifesc.,172.25,403.15,8.15,20.0,0.74,7.06,56.35,-15.43,19.28,16.52,10.18,33.95,64.22,4.77,Micro Cap,Chemicals,Chemicals
ZF Commercial,2686.0,30622.59,141.35,19.98,0.01,44.52,60.0,114.17,14.88,512.48,15.71,5.59,17.6,5.79,Small Cap,Realty,Realty
Suditi Industrie,75.72,371.54,3.89,19.98,0.09,2.14,53.22,-26.19,20.62,10.48,11.05,6.03,32.76,0.17,Micro Cap,Textiles,Textiles
Arham Tech,140.0,305.37,6.31,19.95,0.26,5.59,56.16,-12.55,18.8,12.2,16.05,0.42,0.0,0.0,Micro Cap,Information Technology,Information Technology
SBEC Systems,20.52,20.52,1.77,19.92,0.0,0.0,0.0,51.0,0.0,0.0,1.51,52.6,3.18,10.8,Micro Cap,Information Technology,Information Technology
Vishnusurya Pro.,162.0,419.99,8.01,19.92,0.28,13.73,59.06,0.0,18.14,35.59,16.04,38.51,29.31,0.0,Micro Cap,Realty,Realty
Oval Projects,60.5,125.65,7.67,19.91,0.68,6.61,53.12,-5.95,16.53,13.72,17.18,36.44,63.14,0.82,Micro Cap,Construction,Construction
Sunshield Chem.,1230.7,1082.38,10.66,19.9,0.0,33.66,66.53,-275.58,17.02,29.6,11.85,21.68,29.4,8.46,Small Cap,Chemicals,Chemicals
Shreeoswal Seeds,10.92,99.88,2.11,19.89,0.12,0.79,66.63,-30.56,15.24,7.22,5.85,-3.02,8.14,0.0,Micro Cap,Agriculture,Agriculture
HP Telecom,283.0,337.18,17.65,19.89,1.7,21.39,73.4,-8.24,28.9,25.49,1.71,55.39,59.94,0.0,Micro Cap,Telecommunications,Telecommunications
Indo Amines,132.06,959.99,20.51,19.87,0.79,10.93,58.42,833.7,22.37,79.33,10.59,7.06,25.22,0.02,Micro Cap,Chemicals,Chemicals
Astral,1368.0,36766.18,213.0,19.86,0.06,19.9,54.22,107.68,14.36,551.24,16.17,8.39,6.84,14.5,Small Cap,Chemicals,Chemicals
Manaksia Coated,108.72,1151.51,5.37,19.86,0.33,3.84,57.46,-619.53,14.14,40.69,9.09,10.71,92.66,1.14,Micro Cap,Metals and Mining,Metals and Mining
Clear Secured,96.5,232.06,13.32,19.86,0.42,12.56,73.03,-16.25,18.83,30.2,6.85,36.03,63.03,4.12,Micro Cap,Financial Services,Financial Services
RDB Rasayans,150.8,267.14,6.06,19.85,0.0,19.17,69.83,-7.27,14.76,33.96,18.28,2.47,12.61,0.0,Micro Cap,Chemicals,Chemicals
EFC (I),184.74,2729.93,68.86,19.85,1.74,15.66,56.08,310.49,34.3,231.55,45.17,115.76,276.46,2.16,Micro Cap,Consumer Services,Consumer Services
Gabion Technol.,67.6,91.77,5.52,19.85,0.69,5.95,73.93,-33.55,20.63,8.08,15.23,12.46,33.06,1.04,Micro Cap,Capital Goods,Capital Goods
Orient Electric,175.4,3773.19,40.28,19.83,0.12,4.49,38.31,127.75,14.12,102.68,6.89,9.56,10.49,3.42,Micro Cap,Capital Goods,Capital Goods
L G Balakrishnan,1600.2,5097.32,69.67,19.82,0.09,99.95,34.83,103.81,15.61,316.83,15.73,11.77,10.21,6.61,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Anand Rathi Shar,533.7,3361.23,41.99,19.82,0.62,21.02,69.93,6.69,14.17,131.78,40.99,25.81,50.01,0.82,Micro Cap,Financial Services,Financial Services
Rama Vision,139.15,145.08,1.36,19.8,0.58,5.68,54.73,-24.68,19.35,6.47,7.62,24.7,36.04,0.0,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Apcotex Industri,496.45,2572.08,34.74,19.8,0.16,19.56,58.23,34.89,17.09,100.33,12.31,10.1,-2.37,0.64,Micro Cap,Chemicals,Chemicals
Pudumjee Paper,82.48,783.99,19.72,19.8,0.06,9.86,71.55,12.31,14.95,93.59,15.29,2.12,17.45,1.01,Micro Cap,Chemicals,Chemicals
Dynavision,187.35,71.94,4.2,19.8,0.64,21.07,55.75,-33.32,29.82,8.09,75.63,20.65,17.87,0.0,Micro Cap,Information Technology,Information Technology
Magellanic Cloud,28.48,1670.89,30.27,19.79,0.43,1.94,54.04,75.77,19.19,115.51,30.93,17.75,16.06,0.22,Micro Cap,Information Technology,Information Technology
Shri Venkatesh,275.75,609.95,23.8,19.78,2.38,17.27,73.53,-9.89,33.66,38.2,5.31,29.86,38.62,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Z-Tech (India),616.0,890.63,19.14,19.76,0.33,24.8,53.54,-12.49,18.17,35.86,27.6,82.26,160.01,4.47,Micro Cap,Information Technology,Information Technology
Kings Infra,123.65,303.01,5.13,19.75,0.89,6.68,69.0,-121.5,20.64,16.36,18.44,38.23,41.37,0.0,Micro Cap,Construction,Construction
Subros,815.6,5323.18,49.33,19.75,0.02,25.39,36.79,252.7,14.66,171.45,8.63,10.2,53.51,32.79,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Beacon Trust.,90.0,162.58,2.42,19.75,0.0,3.86,46.15,-41.63,14.46,6.98,33.64,29.94,21.94,2.5,Micro Cap,Financial Services,Financial Services
Bikaji Foods,642.6,16109.8,56.04,19.74,0.19,10.3,73.88,151.84,17.49,261.42,13.71,15.05,24.01,4.68,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Rajputana Indu.,70.0,155.5,6.82,19.73,0.83,5.51,66.08,-15.0,17.39,12.23,4.0,39.98,58.01,0.14,Micro Cap,Capital Goods,Capital Goods
Simm. Marshall,184.1,206.19,4.43,19.72,1.15,13.21,59.57,13.63,28.91,14.79,13.0,8.6,95.55,0.0,Micro Cap,Capital Goods,Capital Goods
Varun Beverages,504.1,170518.34,878.72,19.71,0.13,9.41,59.44,-1399.54,16.21,3182.36,23.38,18.08,23.97,19.51,Micro Cap,Power,Power
Uno Minda,1091.3,62988.52,351.76,19.7,0.4,20.73,68.37,-448.21,19.38,1217.02,11.45,20.49,23.34,8.96,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Fabtech Techn.,401.0,494.01,13.29,19.7,0.19,12.84,68.49,-59.59,15.97,15.82,9.79,20.72,25.73,0.0,Micro Cap,Capital Goods,Capital Goods
Caprolactam Chem,44.71,20.57,0.84,19.69,1.4,3.83,54.5,-33.53,30.85,1.76,42.33,2.38,-11.63,0.0,Micro Cap,Chemicals,Chemicals
Dhampur.Spl.Sug.,119.8,104.6,0.59,19.67,0.0,6.36,60.27,-200.43,14.78,5.66,12.45,39.39,163.75,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Network People,1583.4,3307.6,12.24,19.67,0.03,19.58,60.52,-378.06,15.01,40.83,25.98,68.39,84.04,0.12,Small Cap,Telecommunications,Telecommunications
Shayona Eng.,140.7,54.76,2.16,19.67,0.76,10.38,64.14,-5.69,22.11,4.04,18.7,47.46,89.89,0.31,Micro Cap,Capital Goods,Capital Goods
Asian Hotels (W),586.95,1125.35,10.83,19.66,0.0,55.77,72.12,4.87,0.0,81.56,45.16,7.82,35.95,0.0,Micro Cap,Consumer Services,Consumer Services
HVAX Technolog.,640.0,177.72,9.38,19.66,0.47,51.5,66.65,-10.47,18.06,14.3,10.28,18.64,40.1,8.9,Micro Cap,Capital Goods,Capital Goods
Bhaskar Agrochem,130.8,68.14,-0.82,19.64,1.2,8.98,65.4,22.93,24.97,4.96,8.22,30.18,178.35,0.0,Micro Cap,Agriculture,Agriculture
Jonjua Overseas,3.51,9.58,5.72,19.64,0.54,3.01,28.67,-3.11,20.3,8.22,53.65,80.61,121.15,0.0,Micro Cap,Services,Services
Hemant Surgical,359.25,522.26,12.83,19.64,0.36,13.98,52.83,-21.51,18.19,18.23,10.13,28.44,33.51,0.14,Micro Cap,Healthcare,Healthcare
Goyal Salt,118.65,212.38,4.97,19.64,0.66,6.34,72.61,-15.21,18.55,11.35,12.14,19.41,47.46,0.46,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
CapitalNumbers,96.2,234.99,10.7,19.63,0.0,10.44,74.98,12.76,14.64,25.5,24.03,4.31,14.0,0.16,Micro Cap,Information Technology,Information Technology
Swastika Castal,69.96,57.11,1.96,19.61,0.4,4.02,73.49,-15.31,17.95,3.28,15.22,13.81,78.16,0.0,Micro Cap,Capital Goods,Capital Goods
Ameenji Rubber,132.6,149.57,1.96,19.61,0.55,5.62,67.71,0.0,16.5,6.34,15.64,0.0,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
AGI Greenpac,684.8,4418.29,115.6,19.6,0.1,54.44,60.39,19.44,15.8,356.02,22.34,5.32,10.82,6.78,Micro Cap,Chemicals,Chemicals
Radix Industries,166.45,249.79,0.45,19.59,0.01,2.13,74.96,43.65,14.5,3.2,7.58,24.36,27.88,0.0,Micro Cap,Capital Goods,Capital Goods
GPT Healthcare,146.68,1202.03,14.57,19.58,0.34,5.15,65.57,33.5,16.32,42.22,17.81,9.39,2.98,2.81,Micro Cap,Healthcare,Healthcare
Sai Life,1247.9,26483.58,104.24,19.55,0.12,16.48,34.61,-1424.1,15.39,354.9,28.79,21.67,226.36,21.17,Small Cap,Healthcare,Healthcare
Transport Corp.,935.55,7184.79,124.5,19.54,0.12,59.46,68.73,219.28,19.33,456.3,10.52,9.14,12.48,3.03,Micro Cap,Services,Services
Aristo Bio-Tech,95.7,65.15,3.01,19.54,0.8,10.55,73.42,16.7,17.55,7.18,4.41,18.69,26.35,0.0,Micro Cap,Information Technology,Information Technology
Shera Energy,163.75,400.19,21.76,19.54,1.35,12.03,62.35,-20.03,16.94,29.4,5.34,33.05,56.84,0.0,Micro Cap,Power,Power
Avalon Tech,1784.7,11929.82,41.15,19.54,0.3,16.92,44.42,-908.9,16.94,112.95,10.81,19.28,29.12,6.42,Small Cap,Information Technology,Information Technology
Cargotrans Marit,99.9,59.16,2.77,19.52,0.06,9.03,53.7,-8.1,15.09,5.35,7.51,14.24,31.74,0.0,Micro Cap,Services,Services
OBSC Perfection,550.5,1422.8,8.66,19.52,0.4,10.45,69.81,-39.26,19.58,27.01,18.07,32.15,80.8,1.55,Micro Cap,Capital Goods,Capital Goods
Jyoti Global,38.95,77.2,3.52,19.51,0.39,3.55,72.91,-91.81,18.83,7.09,11.84,4.66,45.12,2.39,Micro Cap,Capital Goods,Capital Goods
MOS Utility,12.4,319.23,4.91,19.5,0.67,0.7,51.11,-207.71,18.66,18.0,4.28,81.56,78.97,12.08,Micro Cap,Utilities,Utilities
Indus Towers,394.65,104260.81,1792.9,19.49,0.53,27.08,51.26,12.85,19.81,7144.9,54.82,4.61,50.41,25.1,Micro Cap,Telecommunications,Telecommunications
R Systems Intl.,238.9,2824.98,65.41,19.48,0.52,17.99,51.85,13.48,24.44,230.91,16.09,8.91,7.46,3.89,Micro Cap,Information Technology,Information Technology
Safari Inds.,1586.6,7757.54,37.47,19.48,0.1,34.24,44.7,188.5,16.22,167.76,13.23,19.09,10.32,10.81,Small Cap,Consumer Durables,Consumer Durables
Nexxus Petro,73.0,50.74,4.24,19.47,0.54,9.19,60.28,-6.56,17.76,6.3,4.61,22.4,46.35,0.0,Micro Cap,Chemicals,Chemicals
Deepak Chemtex,75.52,82.04,4.14,19.45,0.01,7.59,73.05,-12.59,13.91,8.25,16.72,13.43,10.47,0.0,Micro Cap,Chemicals,Chemicals
HCP Plastene,209.0,223.1,8.32,19.42,3.0,21.73,75.0,-11.23,32.93,23.3,9.55,18.69,136.04,4.5,Micro Cap,Chemicals,Chemicals
Theijo Engg.,1823.9,1978.41,16.59,19.4,0.12,45.41,53.61,87.61,15.71,51.23,12.67,10.08,16.2,0.84,Small Cap,Capital Goods,Capital Goods
Modern Insulator,538.55,2538.94,23.84,19.4,0.13,16.94,60.18,124.55,15.85,79.78,13.15,18.65,42.71,0.33,Micro Cap,Capital Goods,Capital Goods
M B Agro Prod.,562.25,4926.83,59.76,19.4,1.56,17.14,74.76,-29.96,31.5,150.18,12.13,23.91,6.54,0.46,Micro Cap,Agriculture,Agriculture
Kaka Industries,205.55,280.78,9.92,19.36,1.25,13.74,70.04,-12.64,25.46,18.77,13.45,19.58,37.76,0.0,Micro Cap,Capital Goods,Capital Goods
Ganesh Consumer,193.55,780.46,9.54,19.35,0.07,10.49,64.08,18.48,14.19,42.39,9.82,12.58,15.93,2.78,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Sugal & Damani,59.44,37.15,0.61,19.34,0.02,6.61,72.43,7.14,14.8,4.13,26.14,149.88,75.05,0.0,Micro Cap,Financial Services,Financial Services
Classic Electrod,45.55,81.83,6.2,19.34,0.2,7.04,72.02,30.44,18.06,12.68,9.31,17.22,82.68,5.62,Micro Cap,Capital Goods,Capital Goods
Park Medi World,289.7,12504.28,76.77,19.34,0.18,5.98,82.89,65.97,16.7,258.12,26.46,10.21,5.27,0.86,Micro Cap,Healthcare,Healthcare
